index,title,date
1183,"New Report Criticizes Oil Companies, Government. ",1989-05-18
1132,Ethanol Helps Energy Security. ,1989-05-20
1205,Hearing On Valdez. Oil Spill. Concludes Brian Akra. ,1989-05-21
1204,Reading Eagle ,1989-05-21
1193,"Nation Evidence Suggests Booze, Complacency Led To Oil Spill",1989-05-21
1142,Coast Guard Commander Testifies In Oil Spill Hearings. ,1989-05-21
1203,Hearing On Oil Spill Ends With No Admissions Of Testimony ,1989-05-22
1192,"Hearing Sorts Out Oil Spill Factors, Blame . ",1989-05-22
1194,Alaskan Oil Spill Hearings Uncover Plenty Of Blame. ,1989-05-22
1162,Speaker Wright Pays Off Debts. ,1989-05-22
1127,Altus Times ,1989-05-22
1177,Gas Prices Rise Sharply. ,1989-05-22
1148,Protection Expanding To Groundwater. By Joseph. ... ,1989-05-22
1176,Price Hike Not Blamed On Oil Spill. ,1989-05-22
1125,Saudis Are Even Pumping Our Gas. ,1989-05-25
1165,Gasoline Prices. Initiative Would Put Price Practices Under ... ,1989-05-25
1196,Rundle Twins Plan $90m Shale Oil Plant. ,1989-05-25
1163,Gas Station Operators Want Pricing Scrutinized. ,1989-05-25
1190,Now The Saudis Even Pump Gas. ,1989-05-26
1168,Gas Dealers Want State To Regulate. ,1989-05-26
1128,Reading Eagle ,1989-05-26
1147,Warning ,1989-05-29
1161,Oil Spill Hurting Alaska Tourism. ,1989-05-30
1172,Warning ,1989-05-31
1219,"Oil Production Dipped, Natural Gas Output Rose . ",1989-06-16
1215,Quota Countries With A Total Of $404.93 Tile Export Board ... ,1989-06-23
1217,Kuwait's Plans To Cut Back Oil Production Sees Crude Prices Up,1989-06-27
1211,The Hour ,1989-06-29
1328,Gettysburg Times ,1989-08-01
1324,Exxon Wants To Share Dirty Work With Mother Nature. ,1989-08-01
1312,Exxon Just Declares A Victory. ,1989-08-01
1280,Domestic Oil Production Pressed. In The Drilling Of New 42 ... ,1989-08-01
1243,Indons Not Keen On Raising Oil Quotas. ,1989-08-01
1286,Oil Spill Post Given Connell. ,1989-08-01
1303,Oil Prices Fall In Hurricane's Wake. ,1989-08-02
1293,Oil Spill Planning Must Begin Today. ,1989-08-02
1246,Commodities ,1989-08-02
1268,Bangor Daily News ,1989-08-02
1257,Billion Charge From Irs. Exxon And Texaco To Challenge Claim ,1989-08-03
1259,Caltex Embarks On Big Restructuring. ,1989-08-03
1239,Many Culprits Set Stage For Alaska Oil Spill. ,1989-08-05
1301,"Tourists Avoid Valdez, Flock To Rest Of Alaska Midsummer ... ",1989-08-06
1237,Doren Asks Lax Oreai For For Oil-Gas Industry. Jennifer ... ,1989-08-06
1327,Joe Sludge Does Impossible Completes Alaskan Cleanup. ,1989-08-07
1306,Make Drilling Ban Permanent For Sta. ,1989-08-08
1261,Biologists Say Eagles Dying. ,1989-08-08
1269,The Albany Herald ,1989-08-09
1235,Commodities ,1989-08-09
1252,Unnatural Stillness Haunts Prince William Sound. ,1989-08-09
1279,"Nc Gas Prices Lower, Despite Tax Increase. ",1989-08-12
1318,China Oil Blaze Toll 1 1. ,1989-08-14
1292,Alaska Sues Over Oil Spill. ,1989-08-15
1326,New Straits Times ,1989-08-15
1234,Aquino Softens Oil Hike Impact. Postponed The Aug. 1 Fuel ... ,1989-08-15
1233,"Alaska Sues Exxon, Six Other Firms. Spill Damages Could Be ",1989-08-15
1321,Mexican Government Hopes To Increase Its Oil Efficiency. ,1989-08-15
1288,Alaska Suing 7 Firms Over Valdez Oil Spill. ,1989-08-16
1289,"Alaska Files Suit Against Exxon, Others Over Spill. ",1989-08-16
1267,Alaska Sues Exxon And 6 Other Oil Companies Over Oil Spill. ,1989-08-16
1291,Oil Companies Sued Over Alaska Spill. ,1989-08-16
1305,"Exxon Gone, Valdez Sets For Winter. ",1989-08-16
1329,Monument Back In Profit At. ,1989-08-16
1299,"Alaska Sues Exxon, Firms Over Oil Spill. ",1989-08-16
1290,Alaska Files Billion-Dollar Oil-Spill Suit. ,1989-08-16
1285,"Alaska Files Suit Over Spill. Exxon, Six Others Charged With ",1989-08-16
1283,Sues Over Oil Spill. ,1989-08-16
1308,China Fines 5 Major Companies For Illegal Activities. ,1989-08-16
1309,China Fines Companies For Their Illegal Actions. ,1989-08-16
1277,Alaska Sues Exxon Corp. Over Oil Spill. 6 Other Firms ... ,1989-08-16
1276,"Alaska Files Oil Spill Lawsuit Against Exxon, Others. ",1989-08-16
1300,Dog Manners. ,1989-08-16
1274,"4a Lewiston Tribunewednesday, August 16, 1989. Alaska Sues ",1989-08-16
1273,Exxon And 6 Other Oil Companies Sued By Alaska Over Valdez ,1989-08-16
1272,"Alaska Sues Exxon, Others Over Oil Spill. ",1989-08-16
1271,"Alaska Files Oil-Spill Lawsuit. Global Report Exxon, 6 Other ... ",1989-08-16
1270,"Alaska Suing Exxon, 6 Other Oil Companies. ",1989-08-16
1284,Consortium Over Spill. ,1989-08-16
1275,Alaska Sues Exxon Corp. Ver Valdez. Oil Spill. ,1989-08-16
1314,Uncertain Winter For Valdez As Exxon Prepares To Depart. ,1989-08-17
1221,Oil Imports Top 50 Percent For First Time In 12 Years. ,1989-08-17
1319,Suit Demands Exxon Restore Alaska Coast. ,1989-08-17
1323,"Classified Or Thursday, August. Valdez Braces For Uncertain ",1989-08-17
1325,Ire Bracing For Mcertain Bracing Winter Uncertain Winter. ,1989-08-17
1220,Record-Journal ,1989-08-17
1317,Valdez Braces For Uncertain Winter. ,1989-08-17
1223,Imported Oil Use Tops 50 Percent; First Time Since 77. ,1989-08-17
1322,Valdez Braces For Major Changes. Town Will Face Uncertain ,1989-08-17
1310,Oil Imports Supply Half Of Demand ,1989-08-17
1251,Imported Oil Usage Balloons. ,1989-08-17
1260,Oil Prospects Lowered I. ,1989-08-17
1225,"Lpg, Avgas Prices Increased Today. By Marichu Villanueva. ",1989-08-17
1278,Stillness Was Haunting After Alaska Spill. ,1989-08-17
1298,Suit Seeks Oil-Industry Fund To Restore Alaska Coastline. ,1989-08-17
1311,Authorities Ok Solvent For Cleanup. ,1989-08-24
1307,Cgt Hoping To... ,1989-08-24
1294,Exxon Cleanup Creates New Woes. ,1989-08-25
1281,Brazilian Spills. ,1989-08-25
1313,Alaska Claims. Cleanup Fails. ,1989-08-25
1245,Turmoil Feared Over Oil Hikes. By Amante Bigornia Who ... ,1989-08-25
1241,Warning ,1989-08-25
1295,Clear-Air Needs Leading To Cleaner Gas. ,1989-08-27
1253,"Warning Chemicals Known To The State To Cause Cancer, Birth ",1989-08-28
1409,Congressional Oil Spill Bill Fight Anticipated. By Diane Duston ,1989-10-02
1412,Congressional Oil Spill Bill Fight Anticipated. By Diane Duston ,1989-10-02
1413,I Oil Spill Bill Debate Due. ,1989-10-02
1420,Catastrophic Care Faces Repeal: Foley. ,1989-10-02
1436,House Is Expected To Act On Renegotiated Oil-Spill Measure. ,1989-10-02
1435,Foley Predicts Doom For Catastrophic Care. ,1989-10-02
1408,Floor Fight Expected On House Oil Spill Bill. ,1989-10-02
1421,Cocoa Hits 16-Year Low Over Ivory Coast Worries. ,1989-10-03
1382,Business Briefs. ,1989-10-03
1428,Commodity Roundup. ,1989-10-03
1367,In Our Opinion Strategic Oil Leasing Plan Could Leave Us. At ,1989-10-03
1442,Serious Motorists Take Their Motor Oil Seriously. ,1989-10-03
1380,"Usx Seeks Buyer For Txo Oil, Gas. Reserves ",1989-10-03
1387,Stayi Job. ,1989-10-04
1355,The Region It Columbus Bladen. Now You Can Have Your Say ,1989-10-04
1395,Gettysburg Times ,1989-10-05
1438,Europeans Meet With Eye To Cooperation ,1989-10-05
1376,Pumice Powder Assures Satiny Finish On Wood. ,1989-10-05
1403,Chevron To Modernize Refinery. ,1989-10-05
1392,Sun Begins Modernization Work. ,1989-10-06
1345,Schenectady Gazette ,1989-10-06
1378,Crude Oil Leak. ,1989-10-06
1444,Exxon Skipper's Trial Likely To Move. ,1989-10-07
1377,Travel Alaska: Tourists Are Still The State's Pipeline. ,1989-10-07
1414,Star-News ,1989-10-08
1443,Crude Oil Prices. ,1989-10-08
1434,Gas Prices Steady As Crude Oil Supplies Rise. ,1989-10-09
1356,Oil Firms Fight Transport Rule. ,1989-10-10
1381,Signs Point To Another Oil Crisis. ,1989-10-10
1354,25 Press-Courier Stenard. Port Hueneme Camarillo. Oil Moves ,1989-10-10
1369,Oil Futures Prices Rise. ,1989-10-10
1404,Oil Found Off African Coast. ,1989-10-12
1398,New Oil Find Off African Coast. ,1989-10-12
1429,"When This Guy Talks, The Whole Office Listens. Douglas ... ",1989-10-13
1407,Sarasota Herald-Tribune ,1989-10-13
1344,To Develop Cleanup Plans Or... ,1989-10-14
1389,Energy Efficiency May Be Factor In The Future. ,1989-10-14
1415,Sarasota Herald-Tribune ,1989-10-14
1410,Refugees ,1989-10-15
1384,New Straits Times ,1989-10-16
1362,Alaska Gets Tough. ,1989-10-16
1343,To Develop Cleanup Plans Or... ,1989-10-16
1357,Boca Raton News ,1989-10-17
1447,Commodity Roundup Fi. ,1989-10-17
1423,Ex-Tanker Captain Claims Immunity. ,1989-10-18
1396,"While World Prays, Crews Search For Survivors. World Leaders ",1989-10-18
1351,Us Has Again Become Vulnerable To Opec. ,1989-10-18
1418,Copper Prices Off Agai. ,1989-10-19
1446,Consumer Prices Rise By 0.2 Percent During September. ,1989-10-19
1411,Prices Unaffected. ,1989-10-19
1424,Ex-Tanker Captain Claims Immunity. ,1989-10-19
1449,Consumer Prices Rise A Modest 0.2 Percent. ,1989-10-19
1441,Petroleum Futures. Futures Tradly On The New York Mercantile ,1989-10-19
1368,Gold ,1989-10-19
1406,Consumer Prices. ,1989-10-19
1366,"Amoco, Ashland Oil Cos. Report Drops In Profits. ",1989-10-19
1394,Oil Production Reported. ,1989-10-19
1349,Petronas Considering Malacca Refinery Bids. ,1989-10-20
1445,Consumer Prices Climb Slightly. Unexpectedly Modest Increase ,1989-10-20
1430,X-Exxon Captain Claims Immunity. ,1989-10-20
1426,Aldez Captain Claims Immunity. ,1989-10-20
1405,Prices Unaffected. ,1989-10-20
1401,Sarasota Herald-Tribune ,1989-10-21
1358,Commodities: Review. ,1989-10-23
1390,Oil Earnings Mixed. ,1989-10-23
1383,Sarasota Herald-Tribune ,1989-10-25
1422,Corvallis Spill Being Cleaned Up. ,1989-10-25
1374,Commodities ,1989-10-25
1373,Exxon Claims It's. ,1989-10-25
1425,Recession Fears Fuel Copper Futures Selloff. ,1989-10-25
1372,Sales Drop Hits Shell. ,1989-10-25
1371,Sales Drop Hits Shel. ,1989-10-25
1431,Preserve Weather Factory. ,1989-10-25
1361,"Texas Disaster Illustrates Inherent Risk, Refiners Say. By ... ",1989-10-25
1439,Shevardnadze Meets With Critic In Poland ,1989-10-25
1417,New Straits Times ,1989-10-25
1363,Oil Futures Prices End Mixed. ,1989-10-26
1359,Opec To Set New Production Quota As Prices Drop. ,1989-10-26
1348,All.. Dead River Pioneered Cash-On-Aelivery Fuel-Oil Sales. ,1989-10-26
1364,Alaska Oil Tanker Denied Docking. ,1989-10-27
1402,Alaska Stops Big Oil Tanker. ,1989-10-27
1416,Dockage Denied. ,1989-10-27
1352,No Spill Response Plan Alaska Bars Tanker From Port. ,1989-10-27
1437,Tanker Idled For Lack Of Spill Plan ,1989-10-27
1432,Oil Tanker Kept From Docking. ,1989-10-27
1399,From Oil Bust Not Complete. ,1989-10-30
1385,Opec's Best Friend? America! ,1989-10-30
1346,"Profits Fall At Shell, Mobile And Chevron ",1989-10-31
1386,Opecs Best Friend Is American Driver. ,1989-10-31
1459,Mechanics Creating Huge Oil Spills Diabetes Dangerous If ... ,1989-11-01
1456,Page 30. Marketing Pacts Could Hurt Opec. ,1989-11-06
1453,Leg Well Platform Operational. ,1989-11-09
1452,Tial Relatives From Committing Was Relieved From His Post By ,1989-11-15
1454,Opec Stymied In Year-Long Bid For Oil Accord. ,1989-11-26
1458,Warning ,1989-11-27
1451,The Victoria Advocate. Wednesday November 29.1989-5b Opec ,1989-11-29
1455,"Sarasota Herald-Tribunewednesday, November 29, 1989. Opec ",1989-11-29
1457,Opec Officials Ok Oil Production Limit. ,1989-11-29
1562,Shell Slapped $25m Fine For Oil Spill. ,1989-12-01
1506,"Japan To Keep Growing, Bank Chief Predicts. ",1989-12-02
1521,New Straits Times ,1989-12-03
1555,Shell Fine Bodes Ill For Ti. ,1989-12-03
1507,Iranian Pledge To Indonesia. ,1989-12-05
1461,Cold Spell Sends Oil Higher. ,1989-12-05
1557,California Panel Makes Areas Off-Limits To Drillers. ,1989-12-07
1538,Environment California Imposes Ban On Off-Shore Drilling. La ,1989-12-07
1533,Cleaning Up The Valdez Mess. ,1989-12-09
1483,The Spokesman-Review ,1989-12-09
1547,Ship Damages Oil Platform In The Suez. ,1989-12-09
1498,Commodities: Review. ,1989-12-11
1486,Recovery For Wildlife May Take Up To 70 Years. By Berliner ,1989-12-11
1503,Ill Fears Revive Talk Of Pipeline. ,1989-12-11
1530,Police Suspect Crosby Committed Suicide As Inheritance Ran Out,1989-12-12
1510,Spill Potential Revives Talk Of Tanker Facility. ,1989-12-12
1537,"Valdez Skipper Must Stand Trial In Alaskan Oil Spill, Judge ... ",1989-12-13
1534,Skipper Ordered To Stand Trial. ,1989-12-13
1504,Sarasota Herald-Tribune ,1989-12-13
1531,"'We Are Just An Ordinary, Middle-Class Family.'. ",1989-12-13
1529,Son Of Late Crooner Commits Suicide. ,1989-12-13
1542,Oil Spill Trial Stays On Course. ,1989-12-13
1505,Japan Trade Surplus Falls. ,1989-12-13
1489,Waste Oil Is No Waste. ,1989-12-13
1569,Report Questions Tanker Safety. Coast Guard Study Calls For ,1989-12-13
1485,Commodities ,1989-12-13
1514,"Exxon, Alaska Squabble Over Trash. ",1989-12-14
1516,Alaska Tells Exxon: Pick Up Garbage. By Jeff Berliner I. ,1989-12-14
1535,Energy Futures Weaken. ,1989-12-14
1525,Of Refinery Due To... ,1989-12-14
1484,Lucky Break For Oil Cartel. ,1989-12-14
1546,Schenectady Gazette ,1989-12-15
1539,Energy Futures Weaken. ,1989-12-15
1543,"Refinery Is Operating, Owners Say. ",1989-12-15
1566,Egypt Raises Oil Prices Cents. ,1989-12-17
1563,Don't Forget The True Christmas. ,1989-12-17
1560,Redoubt Halts Oil Deliveries. ,1989-12-21
1487,Nil Wants Oil Units Back. ,1989-12-21
1491,Commodities ,1989-12-22
1488,"Heating Oil, Orange Juice Futures Rise. ",1989-12-22
1509,The Deseret News ,1989-12-23
1477,Home Heating Oil Prices Surging Here's Why. ,1989-12-23
1536,Profit-Taking Cut Orange Juice Gains. ,1989-12-23
1552,Large Blaze At Oil Refinery Kills Worker. ,1989-12-25
1544,Investigators Seek Cause Of Oil Refinery Explosion ,1989-12-25
1500,Refinery Fire Could Result In Higher Heating Oil Prices. ,1989-12-25
1550,Explosion Closes Refinery. ,1989-12-26
1558,Man Still Missing In Louisiana Refinery Blast. ,1989-12-26
1567,Daily News ,1989-12-26
1497,Blast Could Increase Heating Oil Prices. ,1989-12-26
1554,Y Explosion Prooe Begins. ,1989-12-26
1553,Refinery Fire Under Investigation ,1989-12-26
1496,Refinery Fire Could Result In Higher Heating Oil Prices. ,1989-12-26
1549,Probe Starts At Refinery Hit By Blast. ,1989-12-26
1466,"The Victoria Advocate, Wednesday, December 27, 1989s... Spot ",1989-12-26
1478,Explosion Causes Spot Shortages Of Heating Oil. By Marcy Gordon,1989-12-26
1513,Officials Search For Worker. Following Refinery Explosion ,1989-12-26
1517,One Still Ssing In Refinery Blast. ,1989-12-26
1494,"Exxon Fire Out, Effect On Supplies Uncertain ",1989-12-26
1527,"Weather, Refinery Fire Get Blame For Jump In Local Gasoline ",1989-12-26
1541,Investigation Begins Following Louisiana Refinery Explosion ,1989-12-26
1548,Probe Begins Following Refinery Explosion ,1989-12-26
1501,Cold Snap Drives Heating Oil Prices Above $1 A Gallon ,1989-12-28
1565,Spill Lesson ,1989-12-28
1528,Forecast Sees Renewal Of Foreign Oil Dependence. ,1989-12-28
1499,Oil Index Slips. ,1989-12-28
1493,Cold Snap Causes Eastern Heating Oil Prices To Surge. ,1989-12-28
1492,"Oil, Gas Prices Up 7st A Gallon Conoco Blames Shrinking Supply",1989-12-30
1551,Energy Futures Prices Soar. ,1989-12-30
1559,"Nit; Scandals. Mac Rocked Congress, The Defense Department ",1989-12-30
1564,Hugo Ranked Seventh Among Top Stories. ,1989-12-31
1523,Fed Policy Stays On Even Keel. Interest Rates May Not Be ... ,1989-12-31
1475,Worrying Anew Over Reliance On Oil Imports. By Robert D. ... ,1989-12-31
1573,Micro Dos And Fundamentals Set. ,1990-01-13
1571,"4d-The Victoria Advocate, Sunday, January 28, 1990. Texaco ",1990-01-28
1677,Man Listed As Critical After Truck Fire. ,1990-03-03
1669,Curtails Work. ,1990-03-03
1688,Can Hazelwood Be Convicted Of Trying Something Which Is ... ,1990-03-04
1598,Oil Still Drives Economy Of Permian Basin ,1990-03-04
1623,Coast Guard Attempts To Contain Spill From Barge. ,1990-03-07
1618,Oil Barge Explodes Violently. ,1990-03-07
1610,Oil And Gas Resources Fuel Industrialisation ,1990-03-10
1667,A Public Affair. ,1990-03-12
1660,Goof Sends Oil Flowing. ,1990-03-14
1675,The Spokesman-Review ,1990-03-14
1590,Energy Futures Decline. ,1990-03-14
1654,Cousteau Readies Film On Alaskan Spill. ,1990-03-15
1663,Opec Oil Ministers Won't Be Tinkering With Success. ,1990-03-15
1645,"Copper Futures Climb, Peru Strike Continues. ",1990-03-15
1664,Tanker Spill Cleanup Hailed As Beach Opens. ,1990-03-15
1647,The Deseret News ,1990-03-18
1617,"A Year Later, Alaskan Oil Spill Is Hidden But Not Gone. ... ",1990-03-18
1648,Observer-Reporter ,1990-03-18
1620,"A Year Later, Alaska Still Bears Spill's Oily Scars. ",1990-03-18
1621,One Year Later Worst Oil Spill Is Hidden But Not Gone. ,1990-03-18
1622,Some Damage From Valdez Oil Spill. Daily Democrat Difficult. ,1990-03-18
1624,Specials Look At Oil Spill. ,1990-03-18
1656,Washington Mayor Holds Ground. ,1990-03-18
1686,Opec Leaders Ag... ,1990-03-18
1628,Nation's Worst Oil Spill Remains Evident. ,1990-03-18
1596,"1o, Ooo Oil Spills Are Estimated Since Exxon Valdez. ",1990-03-20
1595,"Lawrence Journal-World Tuesday, Mar. 20, 1990 Page I. ... ",1990-03-20
1625,"One Year Later, Oil Spill Is Hidden, Not Gone. ",1990-03-20
1597,"Oil Spills Mount, Us. Policy Blamed. ",1990-03-20
1600,"Report: 10,000 Oil Spills Have Occurred Since Valdez. ",1990-03-20
1609,Report Predicts Onslaught Of Oil Spills. ,1990-03-20
1629,"A Year Later, Nation's Worst Spill Hidden, But Not Gone. ",1990-03-20
1619,Mobil Expanding Texas Refinery. ,1990-03-22
1662,Legal Cleanup Begins On Disaster. ,1990-03-22
1681,One Year After Valdez Spill. Environmentalists Vent Their ... ,1990-03-22
1613,Outrage Over Spills Spurs Crackdown On Oil Industry. ,1990-03-22
1649,Legal Cleanup Begins In... ,1990-03-22
1676,"Producers Expect Price Of Oil To Drop, Then Rise. ",1990-03-26
1584,Spokane Chronicle ,1990-03-26
1608,The Verdict. ,1990-03-26
1689,Legal Cleanup Begins In Oil Spill. ,1990-03-26
1652,"Nation Hazelwood Leaves Town, Legal Cleanup Beginning. ",1990-03-26
1651,Now Exxon's Legal Cleanup Begins. ,1990-03-26
1614,Exxon's Role In Disaster. ,1990-03-26
1650,Legal Cleanup Under Way In Alaska. ,1990-03-26
1616,Oil Spill Leaves Legal Swamp. ,1990-03-26
1635,The Albany Herald ,1990-03-26
1634,Legal Cleanup Now Under Way After Exxon Valdez Disaster. ,1990-03-26
1633,Beginning To Face 150-Lawsuit Cleanup. ,1990-03-26
1631,Exxon Legal Cleanup Will Clog Up Courts For Years. ,1990-03-26
1653,Legal Cleanup Starts After Spill Disaster. ,1990-03-26
1679,Large Oil And Gas Reserves In Gulf Of Thailand ,1990-03-27
1605,Oil Futures Remain Mixed. ,1990-03-27
1587,Esso Hopes To Be Top Gas Producer. ,1990-03-28
1606,Oil Futures Remain Mixed. ,1990-03-28
1678,Natural Natural At Record. ,1990-03-30
1659,Ellensburg Daily Record ,1990-03-30
1627,"One Year Later, Nation's Worst Oil Spill Is Hidden But Not ... ",1990-03-30
1670,Report Sees Need For Oil Spill Study. ,1990-03-31
1680,Kentucky New Era ,1990-03-31
1642,Late Buying Boosts Prices Of Crude Oil And Products. ,1990-03-31
1673,More Research Is Needed On Cleaning Up Oil Spills. ,1990-03-31
1697,Crude Runs For Week Show Hike. ,1990-04-07
1699,For Week Show Hike. ,1990-04-08
1761,Valdez Oil Spill Site Is Getting New Lighthouse. By Jeff ... ,1990-05-02
1788,"Soybean Futures Rally, Fall. ",1990-05-02
1766,Infamous Bligh Reef To... ,1990-05-02
1769,Now They'll Light That Reef. ,1990-05-02
1721,What Are Petrochemicals Made Of! ,1990-05-02
1727,Opec Ministers Agree To Cut Output. ,1990-05-02
1720,The Vindicator ,1990-05-02
1773,Gadsden Times ,1990-05-06
1807,Crude Oil Prices. ,1990-05-06
1802,Judgment Day Is On The Way. ,1990-05-06
1748,Uncertainty Caps Investments In Oil. ,1990-05-06
1772,Opec ,1990-05-07
1728,Maple Leaf. ,1990-05-07
