title,date,
Brent crude oil prices near sevenyear low after Opec decision CityAM,2015-12-06,
US oil settles at 3751 a barrel after hitting 2009 lows,2015-12-07,
Tar sands alarm as US crude exports to Europe rise,2015-12-08,
Initiatives needed from India to reduce the import of oil Brookings,2015-12-08,
New legislation affects US Strategic Petroleum Reserve US Energy Information Administration,2015-12-09,
India to save Rs 2 lakh cr on crude imports as oil hits 11year low,2015-12-09,
As crude oil plunges retail gasoline margins spike then retreat Beyond the Numbers US,2015-12-09,
Bootleg Oil An Informal Virtual Pipeline Gets Canadas Crude to Europe,2015-12-10,
Oil hits new sevenyear low on glut warning,2015-12-11,
Oil Traders Arent Dancing the Crude Contango This Time Around,2015-12-11,
Why is OPEC refusing to cut oil production,2015-12-12,
Islamic State moving to access Libya oil France,2015-12-13,
Four countries added to global shale oil and natural gas resource assessment US Energy Information Administration,2015-12-14,
How Lower Crude Oil Prices Impact Markets,2015-12-14,
Oil Ministry pitches for advalorem levy of oil cess,2015-12-14,
Ethylene prices up despite cheaper crude,2015-12-15,
Congressional Leaders Agree to Lift 40Year Ban on Oil Exports,2015-12-15,
Gas should be much cheaper with fall in oil prices BMO says,2015-12-16,
US leaders agree to lift 4decade ban on oil exports,2015-12-16,
US Crude Oil Export Ban,2015-12-17,
US spending bill lifts 40year ban on crude oil exports,2015-12-18,
Chinas Saudi crude contracts at similar volumes for 3rd year sources,2015-12-18,
Survey Gas Prices Still Falling As Crude Oil Costs Nosedive,2015-12-18,
Gas Prices Still Falling As Crude Oil Costs Nosedive,2015-12-20,
Oil price falls to 11year low with global glut expected to deepen in 2016,2015-12-20,
Crude Oil Price at 11Year Low Coal Gas under Pressure,2015-12-21,
US Crude Exports A Tale Of Sweet And Light Signifying Everything,2015-12-21,
US Oil Exports Could Narrow WTIBrent Spread,2015-12-21,
The Fallacy Of Peak Oil Demand,2015-12-21,
Falling crude oil prices offer comfort to lubricant makers Mint,2015-12-23,
Big Oil Argued for US Crude Exports to Fend Off Iran But First Exporter Vitol Group Also Exported Irans Oil,2015-12-28,
In World With Too Much Crude Oil 1100Foot Steel Monsters Rule,2015-12-30,
Recession retrenchment revolution Impact of low crude prices on oil powers,2015-12-30,
Heres why repealing the crude oil export ban wasnt such a bad deal,2015-12-31,
Prices for oil and natural gas commodities fell during 2015 US Energy Information Administration,2016-01-04,
Crude oil prices started 2015 relatively low ended the year lower US Energy Information Administration,2016-01-04,
Oil prices crash to 11year low,2016-01-06,
Brent crude oil price drops to new low of 32 a barrel as US output rises,2016-01-06,
crude oil drop in housing starts,2016-01-11,
While crude oil prices fall petrol remains the same,2016-01-11,
Crude oil prices plunge to fresh 12year low,2016-01-12,
Oil Prices A look at production costs worldwide,2016-01-13,
Crude oil prices to remain relatively low through 2016 and 2017 US Energy Information Administration,2016-01-13,
How Texas Oil Turned America Into A Superpower,2016-01-13,
Brent and WTI crude Oil prices steady after new year selloff CityAM,2016-01-13,
Plunge in crude oil prices send futures sliding,2016-01-14,
The North Dakota crude oil thats worth less than nothing,2016-01-15,
Oil price steadies after falling below 28 a barrel,2016-01-18,
Falling oil prices How are countries being affected,2016-01-18,
Is The World Drowning In Oil Some Reasons Not To Panic,2016-01-19,
Alaska Faces Budget Deficit As Crude Oil Prices Slide,2016-01-19,
A legal overview of MA and financing transactions in Nigerias oil and gas sector,2016-01-19,
Wall Street Plunges Again As Oil Continues To Slide,2016-01-20,
US oil falls on unexpectedly large inventory build,2016-01-20,
India eyes more crude oil imports from African nations,2016-01-20,
Crude oil and gas exhaustible resources for Nigeria,2016-01-20,
Why do oil prices keep going down,2016-01-21,
India to double crude oil import from Nigeria through term contracts in 2016,2016-01-22,
Fuel prices explained A breakdown of the cost of petrol and diesel,2016-01-22,
Crude Oil Prices Confirm Pump And Dump By Speculators,2016-01-25,
Changing contract expiration dates will affect crude oil futures comparisons US Energy Information Administration,2016-01-26,
Israeli defence minister accuses Turkey of buying IS oil,2016-01-26,
GARTMAN Crude oil will never trade back above 44 in my lifetime,2016-01-26,
Crude oil price to surpass 100 US by 2040 National Energy Board says,2016-01-26,
Government may reimpose customs duty on crude oil imports,2016-01-28,
The world is flat at least for global ethylene producers while oil prices are low,2016-02-01,
First tanker with Arctic crude oil moored at Murmansk port,2016-02-02,
Ratio GaGa Consequences of a Lower Crude Oil to Natural Gas Price Ratio,2016-02-02,
Sudan to import South Sudanese crude oil,2016-02-04,
High inventories help push crude oil prices to lowest levels in 13 years US Energy Information Administration,2016-02-04,
Why the 75 Drop in Global Oil Prices Isnt Reaching You,2016-02-05,
North Korea goes two years without official crude oil from China NK PRO,2016-02-06,
ADM considers calling time on ethanol mills as oil fall bites,2016-02-07,
Why crude oil prices keep falling and falling in one simple chart,2016-02-08,
Breaking Down the Barrel Tracing GHG Emissions Through the Oil Supply Chain,2016-02-08,
Government oil industry reaching common ground on pipelines,2016-02-09,
MT Distya Akula First Suezmax tanker to load Iranian crude oil post lifting of sanctions,2016-02-09,
Crude oil demand for refineries in NE likely to go up say experts,2016-02-10,
Crude Oil Opens Higher Amid Speculation Iran May Be Ready to Talk about Production Cuts,2016-02-10,
Initial production rates in tight oil formations continue to rise US Energy Information Administration,2016-02-11,
Store our oil and take 23rd for free UAEs offer to India,2016-02-11,
New EIA data revise Oklahomaoil production up by 100000 barrels per day US Energy Information Administration,2016-02-12,
Oil gains 123 in best day since Feb 09,2016-02-12,
Desperadoes Part 2 Canadian Heavy Crude Oil Producers Cant Make It Up on Volume,2016-02-14,
In January 2016 oil prices plummeted again Informations rapides,2016-02-15,
Three things to know about the impact of low oil prices on Latin America Brookings,2016-02-17,
Production cost and the Canadian oil sands in a lower price environment,2016-02-17,
Oil production in federal Gulf of Mexico projected to reach record high in 2017 US Energy Information Administration,2016-02-17,
Acute ecotoxicology of natural oil and gas condensate to coral reef larvae Scientific Reports,2016-02-19,
For transportation fuels the Gulf Coast produces the East Coast consumes US Energy Information Administration,2016-02-19,
Indias crude oil refining capacity a snapshot,2016-02-19,
Houston A Crude Oil Hub With More Storage Tanks And Caverns,2016-02-20,
Saudi oil ministers message for highcost crude producers get out of market,2016-02-23,
Port of Longview Rejects Plan For Refinery Propane Terminal,2016-02-23,
Saudi Arabia Curbs Speculation of a Crude Oil Production Cut,2016-02-24,
Is The Electric Vehicle A Crude Oil Killer,2016-02-25,
Canadian oil production expected to increase despite lower prices US Energy Information Administration,2016-02-25,
Govt to set up crude oil reserves for strategiccumbuffer stock purposes,2016-02-25,
Feds eyeing crude oil piped under St Clair River in 98yearold line,2016-02-25,
Budget 2016 FM Arun Jaitley announces 20 cess on domestic crude oil,2016-02-27,
Iraq is secondleading contributor to global liquids supply growth in 2015 US Energy Information Administration,2016-02-29,
Saudi gained back oil market share in China,2016-02-29,
IEA paints lukewarm crude oil trade outlook,2016-03-01,
Crude oil down by 13 on weak global cues,2016-03-02,
Crude cess to ease burden on upstream oil firms,2016-03-02,
Crude oil may drop to 25bbl Moodys,2016-03-07,
Saudi Arabias downstream industry can spur a new era,2016-03-08,
US oil production continues to decline and is now below its yearago level US Energy Information Administration,2016-03-08,
India discussing oilforfood scheme with oil rich nations,2016-03-09,
Crude oil shipments by rail from Midwest to coastal regions decline US Energy Information Administration,2016-03-11,
60 YEARS AFTER NIGERIAS FIRST CRUDE Oloibiri oil dries up natives wallow in abject poverty,2016-03-12,
Crude and brent oil prices dropped again this week,2016-03-14,
Low crude oil prices help BPCLs marketing business make analysts bullish on stock,2016-03-14,
Hydraulic fracturing accounts for about half of current US crude oil production US Energy Information Administration,2016-03-15,
Japan to import US crude in May second cargo since export ban lifted sources,2016-03-16,
FRB FEDS Notes Unraveling the Oil Conundrum Productivity Improvements and Cost Declines in the US Shale Oil ,2016-03-17,
Wells drilled since start of 2014 provided nearly half of Lower 48 oil production in 2015 US Energy Information ,2016-03-22,
Indian refiners to import Iranian crude oil at lower prices,2016-03-22,
The Good the Bad and the Ugly US Crude Oil Production Declines and Eventual Rebound,2016-03-24,
United Kingdom increases oil production in 2015 but new field development declines US Energy Information ,2016-03-28,
Reduced VOC emissions from crude oil transport,2016-03-28,
OPEC still a big player in global crude oil economy,2016-03-30,
Cairos Crude Crisis,2016-03-30,
Crude oil futures fall by Rs 29 a barrel on weak Asian cues,2016-03-31,
Immediate ecotoxicological effects of shortlived oil spills on marine biota,2016-04-01,~04/11
Sending crude oil into space to study Earths depths,2016-04-04,
Nippon Yusen Shopping for OilService Assets as Crude Prices Drop,2016-04-05,
TrsorEconomics No 168 Impact of the oil price decline on France and the global economy,2016-04-08,
Where America Gets Its Oil The Top 10 Foreign Suppliers Of Crude To The US,2016-04-11,
US importing Nigeria crude oil again,2016-04-11,
Chinese company to build oil refinery near Dawei SEZ in Myanmar,2016-04-11,
Canada provides recordhigh share and amount of US crude oil imports in 2015 US Energy Information ,2016-04-11,
Where are crude oil prices headed,2016-04-12,
How Are Crude Oil Prices And Global Oil Rig Count Correlated,2016-04-13,
Iran ends free oil shipping to India insists on being paid in euros instead of rupee,2016-04-13,
Why crude oil prices keep taking us by surprise,2016-04-14,
Options for Increasing Federal Income From Crude Oil and Natural Gas on Federal Lands,2016-04-18,
Deltas Profits Continue To Surge As Crude Oil Prices Remain Low In 1Q16,2016-04-19,
Expected decrease in Lower 48 oil production is partially offset by rising GOM output US Energy Information ,2016-04-20,
Crude oil import bill halves to 64 bn in 201516,2016-04-20,
What We Learned from the BP Oil Disaster,2016-04-20,
Hengam oil field offshore Iran setting new API benchmark report claims,2016-04-20,
Indias dependence on crude oil imports on rise as consumption increases,2016-04-21,
Saudi Arabia agrees plans to move away from oil profits,2016-04-22,
Effect of asphaltene and resin on interfacial tension of acidic crude oil sulfate aqueous solution Experimental study,2016-04-25,
Crude oil imports from West Asia on the rise Pradhan,2016-04-25,
Malta Refuses Entry to Tanker Carrying Libyan Oil,2016-04-26,
Bangladesh Petroleum lets contract for refinery expansion,2016-04-26,
ONGC Oil India gain after oil hits 2016 high,2016-04-27,
Oil company will not ship under St Clair River in wake of outcry,2016-04-27,
India ready to clear 65 billion of Irans oil dues,2016-04-27,
Crude oil is flooding Texas rivers,2016-05-01,
Chinas teapot oil imports to stall on port bottlenecks,2016-05-02,
Declining energy prices lower the cost of living US Energy Information Administration,2016-05-03,
Nigeria starts crude oil production in Lagos,2016-05-03,
Recent US imports of oil tend to be heavier than domestic production US Energy Information Administration,2016-05-04,
